idx,d0,d1,d2,maqaf,paseq,break
11.31.28,וישבו,וַיֵּשְׁבוּ,וַיֵּ֥שְׁבוּ,,False,
11.31.29,שם,שָׁם׃,שָֽׁם׃,,False,
11.32.1,ויהיו,וַיִּהְיוּ,וַיִּהְי֣וּ,,False,
11.32.2,ימי,יְמֵי,יְמֵי,"(1, 2)",False,
11.32.3,תרח,תֶרַח,תֶ֔רַח,"(2, 2)",False,
11.32.4,חמש,חָמֵשׁ,חָמֵ֥שׁ,,False,
11.32.5,שנים,שָׁנִים,שָׁנִ֖ים,,False,
11.32.6,ומאתים,וּמָאתַיִם,וּמָאתַ֣יִם,,False,
11.32.7,שנה,שָׁנָה,שָׁנָ֑ה,,False,
11.32.8,וימת,וַיָּמָת,וַיָּ֥מָת,,False,
11.32.9,תרח,תֶּרַח,תֶּ֖רַח,,False,
11.32.10,בחרן,בְּחָרָן׃,בְּחָרָֽן׃,,False,(ס)
12.1.1,ויאמר,וַיֹּאמֶר,וַיֹּ֤אמֶר,,False,
12.1.2,יהוה,יְהוָה,יְהוָה֙,,False,
12.1.3,אל,אֶל,אֶל,"(1, 2)",False,
12.1.4,אברם,אַבְרָם,אַבְרָ֔ם,"(2, 2)",False,
12.1.5,לך,לֶךְ,לֶךְ,"(1, 2)",False,
12.1.6,לך,לְךָ,לְךָ֛,"(2, 2)",False,
12.1.7,מארצך,מֵאַרְצְךָ,מֵאַרְצְךָ֥,,False,
12.1.8,וממולדתך,וּמִמּוֹלַדְתְּךָ,וּמִמּֽוֹלַדְתְּךָ֖,,False,
12.1.9,ומבית,וּמִבֵּית,וּמִבֵּ֣ית,,False,
12.1.10,אביך,אָבִיךָ,אָבִ֑יךָ,,False,
12.1.11,אל,אֶל,אֶל,"(1, 2)",False,
12.1.12,הארץ,הָאָרֶץ,הָאָ֖רֶץ,"(2, 2)",False,
12.1.13,אשר,אֲשֶׁר,אֲשֶׁ֥ר,,False,
12.1.14,אראך,אַרְאֶךָּ׃,אַרְאֶֽךָּ׃,,False,
12.2.1,ואעשך,וְאֶעֶשְׂךָ,וְאֶֽעֶשְׂךָ֙,,False,
12.2.2,לגוי,לְגוֹי,לְג֣וֹי,,False,
12.2.3,גדול,גָּדוֹל,גָּד֔וֹל,,False,
12.2.4,ואברכך,וַאֲבָרֶכְךָ,וַאֲבָ֣רֶכְךָ֔,,False,
12.2.5,ואגדלה,וַאֲגַדְּלָה,וַאֲגַדְּלָ֖ה,,False,
12.2.6,שמך,שְׁמֶךָ,שְׁמֶ֑ךָ,,False,
12.2.7,והיה,וֶהְיֵה,וֶהְיֵ֖ה,,False,
12.2.8,ברכה,בְּרָכָה׃,בְּרָכָֽה׃,,False,
12.3.1,ואברכה,וַאֲבָרֲכָה,וַאֲבָֽרֲכָה֙,,False,
12.3.2,מברכיך,מְבָרְכֶיךָ,מְבָ֣רְכֶ֔יךָ,,False,
12.3.3,ומקללך,וּמְקַלֶּלְךָ,וּמְקַלֶּלְךָ֖,,False,
12.3.4,אאר,אָאֹר,אָאֹ֑ר,,False,
12.3.5,ונברכו,וְנִבְרְכוּ,וְנִבְרְכ֣וּ,,False,
12.3.6,בך,בְךָ,בְךָ֔,,False,
12.3.7,כל,כֹּל,כֹּ֖ל,,False,
12.3.8,משפחת,מִשְׁפְּחֹת,מִשְׁפְּחֹ֥ת,,False,
12.3.9,האדמה,הָאֲדָמָה׃,הָאֲדָמָֽה׃,,False,
12.4.1,וילך,וַיֵּלֶךְ,וַיֵּ֣לֶךְ,,False,
12.4.2,אברם,אַבְרָם,אַבְרָ֗ם,,False,
12.4.3,כאשר,כַּאֲשֶׁר,כַּאֲשֶׁ֨ר,,False,
12.4.4,דבר,דִּבֶּר,דִּבֶּ֤ר,,False,
12.4.5,אליו,אֵלָיו,אֵלָיו֙,,False,
12.4.6,יהוה,יְהוָה,יְהוָ֔ה,,False,
12.4.7,וילך,וַיֵּלֶךְ,וַיֵּ֥לֶךְ,,False,
12.4.8,אתו,אִתּוֹ,אִתּ֖וֹ,,False,
12.4.9,לוט,לוֹט,ל֑וֹט,,False,
12.4.10,ואברם,וְאַבְרָם,וְאַבְרָ֗ם,,False,
12.4.11,בן,בֶּן,בֶּן,"(1, 2)",False,
12.4.12,חמש,חָמֵשׁ,חָמֵ֤שׁ,"(2, 2)",False,
12.4.13,שנים,שָׁנִים,שָׁנִים֙,,False,
12.4.14,ושבעים,וְשִׁבְעִים,וְשִׁבְעִ֣ים,,False,
12.4.15,שנה,שָׁנָה,שָׁנָ֔ה,,False,
12.4.16,בצאתו,בְּצֵאתוֹ,בְּצֵאת֖וֹ,,False,
12.4.17,מחרן,מֵחָרָן׃,מֵחָרָֽן׃,,False,
12.5.1,ויקח,וַיִּקַּח,וַיִּקַּ֣ח,,False,
12.5.2,אברם,אַבְרָם,אַבְרָם֩,,False,
12.5.3,את,אֶת,אֶת,"(1, 2)",False,
12.5.4,שרי,שָׂרַי,שָׂרַ֨י,"(2, 2)",False,
12.5.5,אשתו,אִשְׁתּוֹ,אִשְׁתּ֜וֹ,,False,
12.5.6,ואת,וְאֶת,וְאֶת,"(1, 2)",False,
12.5.7,לוט,לוֹט,ל֣וֹט,"(2, 2)",False,
12.5.8,בן,בֶּן,בֶּן,"(1, 2)",False,
12.5.9,אחיו,אָחִיו,אָחִ֗יו,"(2, 2)",False,
12.5.10,ואת,וְאֶת,וְאֶת,"(1, 3)",False,
12.5.11,כל,כָּל,כָּל,"(2, 3)",False,
12.5.12,רכושם,רְכוּשָׁם,רְכוּשָׁם֙,"(3, 3)",False,
12.5.13,אשר,אֲשֶׁר,אֲשֶׁ֣ר,,False,
12.5.14,רכשו,רָכָשׁוּ,רָכָ֔שׁוּ,,False,
12.5.15,ואת,וְאֶת,וְאֶת,"(1, 2)",False,
12.5.16,הנפש,הַנֶּפֶשׁ,הַנֶּ֖פֶשׁ,"(2, 2)",False,
12.5.17,אשר,אֲשֶׁר,אֲשֶׁר,"(1, 2)",False,
12.5.18,עשו,עָשׂוּ,עָשׂ֣וּ,"(2, 2)",False,
12.5.19,בחרן,בְחָרָן,בְחָרָ֑ן,,False,
12.5.20,ויצאו,וַיֵּצְאוּ,וַיֵּצְא֗וּ,,False,
12.5.21,ללכת,לָלֶכֶת,לָלֶ֙כֶת֙,,False,
12.5.22,ארצה,אַרְצָה,אַ֣רְצָה,,False,
12.5.23,כנען,כְּנַעַן,כְּנַ֔עַן,,False,
12.5.24,ויבאו,וַיָּבֹאוּ,וַיָּבֹ֖אוּ,,False,
12.5.25,ארצה,אַרְצָה,אַ֥רְצָה,,False,
12.5.26,כנען,כְּנָעַן׃,כְּנָֽעַן׃,,False,
12.6.1,ויעבר,וַיַּעֲבֹר,וַיַּעֲבֹ֤ר,,False,
12.6.2,אברם,אַבְרָם,אַבְרָם֙,,False,
12.6.3,בארץ,בָּאָרֶץ,בָּאָ֔רֶץ,,False,
12.6.4,עד,עַד,עַ֚ד,,False,
12.6.5,מקום,מְקוֹם,מְק֣וֹם,,False,
12.6.6,שכם,שְׁכֶם,שְׁכֶ֔ם,,False,
12.6.7,עד,עַד,עַ֖ד,,False,
12.6.8,אלון,אֵלוֹן,אֵל֣וֹן,,False,
12.6.9,מורה,מוֹרֶה,מוֹרֶ֑ה,,False,
12.6.10,והכנעני,וְהַכְּנַעֲנִי,וְהַֽכְּנַעֲנִ֖י,,False,
12.6.11,אז,אָז,אָ֥ז,,False,
12.6.12,בארץ,בָּאָרֶץ׃,בָּאָֽרֶץ׃,,False,
12.7.1,וירא,וַיֵּרָא,וַיֵּרָ֤א,,False,
12.7.2,יהוה,יְהוָה,יְהוָה֙,,False,
12.7.3,אל,אֶל,אֶל,"(1, 2)",False,
12.7.4,אברם,אַבְרָם,אַבְרָ֔ם,"(2, 2)",False,
12.7.5,ויאמר,וַיֹּאמֶר,וַיֹּ֕אמֶר,,False,
12.7.6,לזרעך,לְזַרְעֲךָ,לְזַ֨רְעֲךָ֔,,False,
12.7.7,אתן,אֶתֵּן,אֶתֵּ֖ן,,False,
12.7.8,את,אֶת,אֶת,"(1, 2)",False,
12.7.9,הארץ,הָאָרֶץ,הָאָ֣רֶץ,"(2, 2)",False,
12.7.10,הזאת,הַזֹּאת,הַזֹּ֑את,,False,
12.7.11,ויבן,וַיִּבֶן,וַיִּ֤בֶן,,False,
12.7.12,שם,שָׁם,שָׁם֙,,False,
12.7.13,מזבח,מִזְבֵּחַ,מִזְבֵּ֔חַ,,False,
12.7.14,ליהוה,לַיהוָה,לַיהוָ֖ה,,False,
12.7.15,הנראה,הַנִּרְאֶה,הַנִּרְאֶ֥ה,,False,
12.7.16,אליו,אֵלָיו׃,אֵלָֽיו׃,,False,
12.8.1,ויעתק,וַיַּעְתֵּק,וַיַּעְתֵּ֨ק,,False,
12.8.2,משם,מִשָּׁם,מִשָּׁ֜ם,,False,
12.8.3,ההרה,הָהָרָה,הָהָ֗רָה,,False,
12.8.4,מקדם,מִקֶּדֶם,מִקֶּ֛דֶם,,False,
12.8.5,לבית,לְבֵית,לְבֵֽית,"(1, 2)",False,
12.8.6,אל,אֵל,אֵ֖ל,"(2, 2)",False,
12.8.7,ויט,וַיֵּט,וַיֵּ֣ט,,False,
12.8.8,אהלה,אָהֳלֹה,אָהֳלֹ֑ה,,False,
12.8.9,בית,בֵּית,בֵּֽית,"(1, 2)",False,
12.8.10,אל,אֵל,אֵ֤ל,"(2, 2)",False,
12.8.11,מים,מִיָּם,מִיָּם֙,,False,
12.8.12,והעי,וְהָעַי,וְהָעַ֣י,,False,
12.8.13,מקדם,מִקֶּדֶם,מִקֶּ֔דֶם,,False,
12.8.14,ויבן,וַיִּבֶן,וַיִּֽבֶן,"(1, 2)",False,
12.8.15,שם,שָׁם,שָׁ֤ם,"(2, 2)",False,
12.8.16,מזבח,מִזְבֵּחַ,מִזְבֵּ֙חַ֙,,False,
12.8.17,ליהוה,לַיהוָה,לַֽיהוָ֔ה,,False,
12.8.18,ויקרא,וַיִּקְרָא,וַיִּקְרָ֖א,,False,
12.8.19,בשם,בְּשֵׁם,בְּשֵׁ֥ם,,False,
12.8.20,יהוה,יְהוָה׃,יְהוָֽה׃,,False,
12.9.1,ויסע,וַיִּסַּע,וַיִּסַּ֣ע,,False,
12.9.2,אברם,אַבְרָם,אַבְרָ֔ם,,False,
12.9.3,הלוך,הָלוֹךְ,הָל֥וֹךְ,,False,
12.9.4,ונסוע,וְנָסוֹעַ,וְנָס֖וֹעַ,,False,
12.9.5,הנגבה,הַנֶּגְבָּה׃,הַנֶּֽגְבָּה׃,,False,(פ)
12.10.1,ויהי,וַיְהִי,וַיְהִ֥י,,False,
12.10.2,רעב,רָעָב,רָעָ֖ב,,False,
12.10.3,בארץ,בָּאָרֶץ,בָּאָ֑רֶץ,,False,
12.10.4,וירד,וַיֵּרֶד,וַיֵּ֨רֶד,,False,
12.10.5,אברם,אַבְרָם,אַבְרָ֤ם,,False,
12.10.6,מצרימה,מִצְרַיְמָה,מִצְרַ֙יְמָה֙,,False,
12.10.7,לגור,לָגוּר,לָג֣וּר,,False,
12.10.8,שם,שָׁם,שָׁ֔ם,,False,
12.10.9,כי,כִּי,כִּֽי,"(1, 2)",False,
12.10.10,כבד,כָבֵד,כָבֵ֥ד,"(2, 2)",False,
12.10.11,הרעב,הָרָעָב,הָרָעָ֖ב,,False,
12.10.12,בארץ,בָּאָרֶץ׃,בָּאָֽרֶץ׃,,False,
12.11.1,ויהי,וַיְהִי,וַיְהִ֕י,,False,
12.11.2,כאשר,כַּאֲשֶׁר,כַּאֲשֶׁ֥ר,,False,
12.11.3,הקריב,הִקְרִיב,הִקְרִ֖יב,,False,
12.11.4,לבוא,לָבוֹא,לָב֣וֹא,,False,
12.11.5,מצרימה,מִצְרָיְמָה,מִצְרָ֑יְמָה,,False,
12.11.6,ויאמר,וַיֹּאמֶר,וַיֹּ֙אמֶר֙,,False,
12.11.7,אל,אֶל,אֶל,"(1, 2)",False,
12.11.8,שרי,שָׂרַי,שָׂרַ֣י,"(2, 2)",False,
12.11.9,אשתו,אִשְׁתּוֹ,אִשְׁתּ֔וֹ,,False,
12.11.10,הנה,הִנֵּה,הִנֵּה,"(1, 2)",False,
12.11.11,נא,נָא,נָ֣א,"(2, 2)",False,
12.11.12,ידעתי,יָדַעְתִּי,יָדַ֔עְתִּי,,False,
12.11.13,כי,כִּי,כִּ֛י,,False,
12.11.14,אשה,אִשָּׁה,אִשָּׁ֥ה,,False,
12.11.15,יפת,יְפַת,יְפַת,"(1, 2)",False,
12.11.16,מראה,מַרְאֶה,מַרְאֶ֖ה,"(2, 2)",False,
12.11.17,את,אָתְּ׃,אָֽתְּ׃,,False,
12.12.1,והיה,וְהָיָה,וְהָיָ֗ה,,False,
12.12.2,כי,כִּי,כִּֽי,"(1, 2)",False,
12.12.3,יראו,יִרְאוּ,יִרְא֤וּ,"(2, 2)",False,
12.12.4,אתך,אֹתָךְ,אֹתָךְ֙,,False,
12.12.5,המצרים,הַמִּצְרִים,הַמִּצְרִ֔ים,,False,
12.12.6,ואמרו,וְאָמְרוּ,וְאָמְר֖וּ,,False,
12.12.7,אשתו,אִשְׁתּוֹ,אִשְׁתּ֣וֹ,,False,
12.12.8,זאת,זֹאת,זֹ֑את,,False,
12.12.9,והרגו,וְהָרְגוּ,וְהָרְג֥וּ,,False,
12.12.10,אתי,אֹתִי,אֹתִ֖י,,False,
12.12.11,ואתך,וְאֹתָךְ,וְאֹתָ֥ךְ,,False,
12.12.12,יחיו,יְחַיּוּ׃,יְחַיּֽוּ׃,,False,
12.13.1,אמרי,אִמְרִי,אִמְרִי,"(1, 2)",False,
12.13.2,נא,נָא,נָ֖א,"(2, 2)",False,
12.13.3,אחתי,אֲחֹתִי,אֲחֹ֣תִי,,False,
12.13.4,את,אָתְּ,אָ֑תְּ,,False,
12.13.5,למען,לְמַעַן,לְמַ֙עַן֙,,False,
12.13.6,ייטב,יִיטַב,יִֽיטַב,"(1, 2)",False,
12.13.7,לי,לִי,לִ֣י,"(2, 2)",False,
12.13.8,בעבורך,בַעֲבוּרֵךְ,בַעֲבוּרֵ֔ךְ,,False,
12.13.9,וחיתה,וְחָיְתָה,וְחָיְתָ֥ה,,False,
12.13.10,נפשי,נַפְשִׁי,נַפְשִׁ֖י,,False,
12.13.11,בגללך,בִּגְלָלֵךְ׃,בִּגְלָלֵֽךְ׃,,False,
12.14.1,ויהי,וַיְהִי,וַיְהִ֕י,,False,
12.14.2,כבוא,כְּבוֹא,כְּב֥וֹא,,False,
12.14.3,אברם,אַבְרָם,אַבְרָ֖ם,,False,
12.14.4,מצרימה,מִצְרָיְמָה,מִצְרָ֑יְמָה,,False,
12.14.5,ויראו,וַיִּרְאוּ,וַיִּרְא֤וּ,,False,
12.14.6,המצרים,הַמִּצְרִים,הַמִּצְרִים֙,,False,
12.14.7,את,אֶת,אֶת,"(1, 2)",False,
12.14.8,האשה,הָאִשָּׁה,הָ֣אִשָּׁ֔ה,"(2, 2)",False,
12.14.9,כי,כִּי,כִּֽי,"(1, 2)",False,
12.14.10,יפה,יָפָה,יָפָ֥ה,"(2, 2)",False,
12.14.11,הוא,הִוא,הִ֖וא,,False,
12.14.12,מאד,מְאֹד׃,מְאֹֽד׃,,False,
12.15.1,ויראו,וַיִּרְאוּ,וַיִּרְא֤וּ,,False,
12.15.2,אתה,אֹתָהּ,אֹתָהּ֙,,False,
12.15.3,שרי,שָׂרֵי,שָׂרֵ֣י,,False,
12.15.4,פרעה,פַרְעֹה,פַרְעֹ֔ה,,False,
12.15.5,ויהללו,וַיְהַלְלוּ,וַיְהַֽלְל֥וּ,,False,
12.15.6,אתה,אֹתָהּ,אֹתָ֖הּ,,False,
12.15.7,אל,אֶל,אֶל,"(1, 2)",False,
12.15.8,פרעה,פַּרְעֹה,פַּרְעֹ֑ה,"(2, 2)",False,
12.15.9,ותקח,וַתֻּקַּח,וַתֻּקַּ֥ח,,False,
12.15.10,האשה,הָאִשָּׁה,הָאִשָּׁ֖ה,,False,
12.15.11,בית,בֵּית,בֵּ֥ית,,False,
12.15.12,פרעה,פַּרְעֹה׃,פַּרְעֹֽה׃,,False,
12.16.1,ולאברם,וּלְאַבְרָם,וּלְאַבְרָ֥ם,,False,
12.16.2,היטיב,הֵיטִיב,הֵיטִ֖יב,,False,
12.16.3,בעבורה,בַּעֲבוּרָהּ,בַּעֲבוּרָ֑הּ,,False,
12.16.4,ויהי,וַיְהִי,וַֽיְהִי,"(1, 2)",False,
12.16.5,לו,לוֹ,ל֤וֹ,"(2, 2)",False,
12.16.6,צאן,צֹאן,צֹאן,"(1, 2)",False,
12.16.7,ובקר,וּבָקָר,וּבָקָר֙,"(2, 2)",False,
12.16.8,וחמרים,וַחֲמֹרִים,וַחֲמֹרִ֔ים,,False,
12.16.9,ועבדים,וַעֲבָדִים,וַעֲבָדִים֙,,False,
12.16.10,ושפחת,וּשְׁפָחֹת,וּשְׁפָחֹ֔ת,,False,
12.16.11,ואתנת,וַאֲתֹנֹת,וַאֲתֹנֹ֖ת,,False,
12.16.12,וגמלים,וּגְמַלִּים׃,וּגְמַלִּֽים׃,,False,
12.17.1,וינגע,וַיְנַגַּע,וַיְנַגַּ֨ע,,False,
12.17.2,יהוה,יְהוָה,יְהוָ֧ה,,True,
12.17.3,את,אֶת,אֶת,"(1, 2)",False,
12.17.4,פרעה,פַּרְעֹה,פַּרְעֹ֛ה,"(2, 2)",False,
12.17.5,נגעים,נְגָעִים,נְגָעִ֥ים,,False,
12.17.6,גדלים,גְּדֹלִים,גְּדֹלִ֖ים,,False,
12.17.7,ואת,וְאֶת,וְאֶת,"(1, 2)",False,
12.17.8,ביתו,בֵּיתוֹ,בֵּית֑וֹ,"(2, 2)",False,
12.17.9,על,עַל,עַל,"(1, 2)",False,
12.17.10,דבר,דְּבַר,דְּבַ֥ר,"(2, 2)",False,
12.17.11,שרי,שָׂרַי,שָׂרַ֖י,,False,
12.17.12,אשת,אֵשֶׁת,אֵ֥שֶׁת,,False,
12.17.13,אברם,אַבְרָם׃,אַבְרָֽם׃,,False,
12.18.1,ויקרא,וַיִּקְרָא,וַיִּקְרָ֤א,,False,
12.18.2,פרעה,פַרְעֹה,פַרְעֹה֙,,False,
12.18.3,לאברם,לְאַבְרָם,לְאַבְרָ֔ם,,False,
12.18.4,ויאמר,וַיֹּאמֶר,וַיֹּ֕אמֶר,,False,
12.18.5,מה,מַה,מַה,"(1, 2)",False,
12.18.6,זאת,זֹּאת,זֹּ֖את,"(2, 2)",False,
12.18.7,עשית,עָשִׂיתָ,עָשִׂ֣יתָ,,False,
12.18.8,לי,לִּי,לִּ֑י,,False,
12.18.9,למה,לָמָּה,לָ֚מָּה,,False,
12.18.10,לא,לֹא,לֹא,"(1, 2)",False,
12.18.11,הגדת,הִגַּדְתָּ,הִגַּ֣דְתָּ,"(2, 2)",False,
12.18.12,לי,לִּי,לִּ֔י,,False,
12.18.13,כי,כִּי,כִּ֥י,,False,
12.18.14,אשתך,אִשְׁתְּךָ,אִשְׁתְּךָ֖,,False,
12.18.15,הוא,הִוא׃,הִֽוא׃,,False,
12.19.1,למה,לָמָה,לָמָ֤ה,,False,
12.19.2,אמרת,אָמַרְתָּ,אָמַ֙רְתָּ֙,,False,
12.19.3,אחתי,אֲחֹתִי,אֲחֹ֣תִי,,False,
12.19.4,הוא,הִוא,הִ֔וא,,False,
12.19.5,ואקח,וָאֶקַּח,וָאֶקַּ֥ח,,False,
12.19.6,אתה,אֹתָהּ,אֹתָ֛הּ,,False,
12.19.7,לי,לִי,לִ֖י,,False,
12.19.8,לאשה,לְאִשָּׁה,לְאִשָּׁ֑ה,,False,
12.19.9,ועתה,וְעַתָּה,וְעַתָּ֕ה,,False,
12.19.10,הנה,הִנֵּה,הִנֵּ֥ה,,False,
12.19.11,אשתך,אִשְׁתְּךָ,אִשְׁתְּךָ֖,,False,
12.19.12,קח,קַח,קַ֥ח,,False,
12.19.13,ולך,וָלֵךְ׃,וָלֵֽךְ׃,,False,
12.20.1,ויצו,וַיְצַו,וַיְצַ֥ו,,False,
12.20.2,עליו,עָלָיו,עָלָ֛יו,,False,
12.20.3,פרעה,פַּרְעֹה,פַּרְעֹ֖ה,,False,
12.20.4,אנשים,אֲנָשִׁים,אֲנָשִׁ֑ים,,False,
12.20.5,וישלחו,וַיְשַׁלְּחוּ,וַֽיְשַׁלְּח֥וּ,,False,
12.20.6,אתו,אֹתוֹ,אֹת֛וֹ,,False,
12.20.7,ואת,וְאֶת,וְאֶת,"(1, 2)",False,
12.20.8,אשתו,אִשְׁתּוֹ,אִשְׁתּ֖וֹ,"(2, 2)",False,
12.20.9,ואת,וְאֶת,וְאֶת,"(1, 4)",False,
12.20.10,כל,כָּל,כָּל,"(2, 4)",False,
12.20.11,אשר,אֲשֶׁר,אֲשֶׁר,"(3, 4)",False,
12.20.12,לו,לוֹ׃,לֽוֹ׃,"(4, 4)",False,
13.1.1,ויעל,וַיַּעַל,וַיַּעַל֩,,False,
13.1.2,אברם,אַבְרָם,אַבְרָ֨ם,,False,
13.1.3,ממצרים,מִמִּצְרַיִם,מִמִּצְרַ֜יִם,,False,
13.1.4,הוא,הוּא,ה֠וּא,,False,
13.1.5,ואשתו,וְאִשְׁתּוֹ,וְאִשְׁתּ֧וֹ,,False,
13.1.6,וכל,וְכָל,וְכָל,"(1, 3)",False,
13.1.7,אשר,אֲשֶׁר,אֲשֶׁר,"(2, 3)",False,
13.1.8,לו,לוֹ,ל֛וֹ,"(3, 3)",False,
13.1.9,ולוט,וְלוֹט,וְל֥וֹט,,False,
13.1.10,עמו,עִמּוֹ,עִמּ֖וֹ,,False,
13.1.11,הנגבה,הַנֶּגְבָּה׃,הַנֶּֽגְבָּה׃,,False,
13.2.1,ואברם,וְאַבְרָם,וְאַבְרָ֖ם,,False,
13.2.2,כבד,כָּבֵד,כָּבֵ֣ד,,False,
13.2.3,מאד,מְאֹד,מְאֹ֑ד,,False,
13.2.4,במקנה,בַּמִּקְנֶה,בַּמִּקְנֶ֕ה,,False,
13.2.5,בכסף,בַּכֶּסֶף,בַּכֶּ֖סֶף,,False,
13.2.6,ובזהב,וּבַזָּהָב׃,וּבַזָּהָֽב׃,,False,
13.3.1,וילך,וַיֵּלֶךְ,וַיֵּ֙לֶךְ֙,,False,
13.3.2,למסעיו,לְמַסָּעָיו,לְמַסָּעָ֔יו,,False,
13.3.3,מנגב,מִנֶּגֶב,מִנֶּ֖גֶב,,False,
13.3.4,ועד,וְעַד,וְעַד,"(1, 3)",False,
13.3.5,בית,בֵּית,בֵּֽית,"(2, 3)",False,
13.3.6,אל,אֵל,אֵ֑ל,"(3, 3)",False,
13.3.7,עד,עַד,עַד,"(1, 2)",False,
13.3.8,המקום,הַמָּקוֹם,הַמָּק֗וֹם,"(2, 2)",False,
13.3.9,אשר,אֲשֶׁר,אֲשֶׁר,"(1, 2)",False,
13.3.10,היה,הָיָה,הָ֨יָה,"(2, 2)",False,
13.3.11,שם,שָׁם,שָׁ֤ם,,False,
13.3.12,אהלה,אהלה,אהלה,,False,
13.3.13,[אהלו],[אָהֳלוֹ],[אָֽהֳלוֹ֙],,False,
13.3.14,בתחלה,בַּתְּחִלָּה,בַּתְּחִלָּ֔ה,,False,
13.3.15,בין,בֵּין,בֵּ֥ין,,False,
13.3.16,בית,בֵּית,בֵּֽית,"(1, 2)",False,
13.3.17,אל,אֵל,אֵ֖ל,"(2, 2)",False,
13.3.18,ובין,וּבֵין,וּבֵ֥ין,,False,
13.3.19,העי,הָעָי׃,הָעָֽי׃,,False,
13.4.1,אל,אֶל,אֶל,"(1, 2)",False,
13.4.2,מקום,מְקוֹם,מְקוֹם֙,"(2, 2)",False,
13.4.3,המזבח,הַמִּזְבֵּחַ,הַמִּזְבֵּ֔חַ,,False,
13.4.4,אשר,אֲשֶׁר,אֲשֶׁר,"(1, 2)",False,
13.4.5,עשה,עָשָׂה,עָ֥שָׂה,"(2, 2)",False,
13.4.6,שם,שָׁם,שָׁ֖ם,,False,
13.4.7,בראשנה,בָּרִאשֹׁנָה,בָּרִאשֹׁנָ֑ה,,False,
13.4.8,ויקרא,וַיִּקְרָא,וַיִּקְרָ֥א,,False,
13.4.9,שם,שָׁם,שָׁ֛ם,,False,
13.4.10,אברם,אַבְרָם,אַבְרָ֖ם,,False,
13.4.11,בשם,בְּשֵׁם,בְּשֵׁ֥ם,,False,
13.4.12,יהוה,יְהוָה׃,יְהוָֽה׃,,False,
13.5.1,וגם,וְגַם,וְגַם,"(1, 2)",False,
13.5.2,ללוט,לְלוֹט,לְל֔וֹט,"(2, 2)",False,
13.5.3,ההלך,הַהֹלֵךְ,הַהֹלֵ֖ךְ,,False,
13.5.4,את,אֶת,אֶת,"(1, 2)",False,
13.5.5,אברם,אַבְרָם,אַבְרָ֑ם,"(2, 2)",False,
13.5.6,היה,הָיָה,הָיָ֥ה,,False,
13.5.7,צאן,צֹאן,צֹאן,"(1, 2)",False,
13.5.8,ובקר,וּבָקָר,וּבָקָ֖ר,"(2, 2)",False,
13.5.9,ואהלים,וְאֹהָלִים׃,וְאֹהָלִֽים׃,,False,
13.6.1,ולא,וְלֹא,וְלֹא,"(1, 2)",False,
13.6.2,נשא,נָשָׂא,נָשָׂ֥א,"(2, 2)",False,
13.6.3,אתם,אֹתָם,אֹתָ֛ם,,False,
13.6.4,הארץ,הָאָרֶץ,הָאָ֖רֶץ,,False,
13.6.5,לשבת,לָשֶׁבֶת,לָשֶׁ֣בֶת,,False,
13.6.6,יחדו,יַחְדָּו,יַחְדָּ֑ו,,False,
13.6.7,כי,כִּי,כִּֽי,"(1, 2)",False,
13.6.8,היה,הָיָה,הָיָ֤ה,"(2, 2)",False,
13.6.9,רכושם,רְכוּשָׁם,רְכוּשָׁם֙,,False,
13.6.10,רב,רָב,רָ֔ב,,False,
13.6.11,ולא,וְלֹא,וְלֹ֥א,,False,
13.6.12,יכלו,יָכְלוּ,יָֽכְל֖וּ,,False,
13.6.13,לשבת,לָשֶׁבֶת,לָשֶׁ֥בֶת,,False,
13.6.14,יחדו,יַחְדָּו׃,יַחְדָּֽו׃,,False,
13.7.1,ויהי,וַיְהִי,וַֽיְהִי,"(1, 2)",False,
13.7.2,ריב,רִיב,רִ֗יב,"(2, 2)",False,
13.7.3,בין,בֵּין,בֵּ֚ין,,False,
13.7.4,רעי,רֹעֵי,רֹעֵ֣י,,False,
13.7.5,מקנה,מִקְנֵה,מִקְנֵֽה,"(1, 2)",False,
13.7.6,אברם,אַבְרָם,אַבְרָ֔ם,"(2, 2)",False,
13.7.7,ובין,וּבֵין,וּבֵ֖ין,,False,
13.7.8,רעי,רֹעֵי,רֹעֵ֣י,,False,
13.7.9,מקנה,מִקְנֵה,מִקְנֵה,"(1, 2)",False,
13.7.10,לוט,לוֹט,ל֑וֹט,"(2, 2)",False,
13.7.11,והכנעני,וְהַכְּנַעֲנִי,וְהַֽכְּנַעֲנִי֙,,False,
13.7.12,והפרזי,וְהַפְּרִזִּי,וְהַפְּרִזִּ֔י,,False,
13.7.13,אז,אָז,אָ֖ז,,False,
13.7.14,ישב,יֹשֵׁב,יֹשֵׁ֥ב,,False,
13.7.15,בארץ,בָּאָרֶץ׃,בָּאָֽרֶץ׃,,False,
13.8.1,ויאמר,וַיֹּאמֶר,וַיֹּ֨אמֶר,,False,
13.8.2,אברם,אַבְרָם,אַבְרָ֜ם,,False,
13.8.3,אל,אֶל,אֶל,"(1, 2)",False,
13.8.4,לוט,לוֹט,ל֗וֹט,"(2, 2)",False,
13.8.5,אל,אַל,אַל,"(1, 2)",False,
13.8.6,נא,נָא,נָ֨א,"(2, 2)",False,
13.8.7,תהי,תְהִי,תְהִ֤י,,False,
